offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[30, 32, 14, 50, 57]","[39, 22, 31, 60, 99]","[53, 46, 55, 66, 66]","[70, 87, 28, 77, 59]",75.85858585858585
"[86, 25, 37, 69, 100]","[40, 55, 83, 100, 18]","[4, 94, 82, 9, 65]","[47, 53, 18, 5, 85]",62.1
"[37, 41, 77, 40, 26]","[90, 90, 50, 23, 58]","[18, 16, 64, 4, 46]","[30, 60, 52, 33, 28]",72.11111111111111
"[33, 29, 19, 47, 50]","[27, 80, 67, 56, 99]","[79, 62, 62, 64, 61]","[90, 63, 3, 95, 33]",70.4040404040404
"[3, 63, 34, 90, 2]","[87, 40, 50, 87, 12]","[1, 26, 45, 54, 53]","[67, 44, 9, 77, 97]",59.27835051546392
"[38, 42, 57, 20, 83]","[22, 31, 70, 25, 70]","[1, 63, 43, 96, 72]","[36, 4, 17, 95, 74]",66.97916666666667
"[27, 100, 88, 69, 27]","[65, 58, 56, 29, 4]","[3, 60, 92, 35, 68]","[27, 85, 39, 16, 14]",70.0
"[5, 6, 98, 99, 85]","[26, 28, 70, 8, 55]","[63, 3, 27, 2, 83]","[63, 95, 95, 53, 14]",58.98989898989899
"[88, 20, 73, 34, 63]","[35, 25, 32, 77, 81]","[95, 94, 100, 28, 45]","[7, 63, 64, 45, 62]",57.3
"[46, 47, 60, 62, 65]","[29, 19, 10, 92, 13]","[26, 57, 83, 8, 44]","[27, 14, 57, 51, 12]",62.17391304347826
"[96, 63, 22, 24, 8]","[41, 3, 12, 53, 72]","[55, 36, 62, 75, 19]","[23, 66, 95, 16, 35]",62.916666666666664
"[84, 4, 29, 24, 58]","[29, 2, 94, 5, 77]","[46, 72, 7, 5, 31]","[73, 48, 65, 17, 59]",66.06382978723404
"[35, 52, 96, 45, 54]","[65, 77, 83, 68, 43]","[19, 97, 17, 50, 3]","[9, 5, 38, 19, 75]",62.06185567010309
"[93, 69, 9, 40, 55]","[72, 35, 40, 87, 36]","[61, 65, 22, 84, 80]","[57, 26, 60, 74, 71]",69.247311827957
"[7, 22, 28, 98, 59]","[7, 4, 97, 40, 44]","[80, 32, 58, 4, 95]","[46, 88, 70, 95, 41]",59.69387755102041
"[24, 14, 39, 46, 32]","[23, 14, 50, 37, 64]","[12, 76, 51, 23, 34]","[90, 12, 74, 19, 21]",71.22222222222221
"[32, 54, 60, 22, 17]","[44, 5, 69, 64, 52]","[68, 90, 45, 82, 51]","[29, 47, 77, 52, 60]",72.0
"[40, 93, 69, 14, 6]","[1, 37, 94, 19, 61]","[97, 66, 4, 82, 32]","[70, 80, 48, 67, 13]",55.56701030927835
"[20, 21, 30, 43, 38]","[98, 77, 48, 36, 63]","[37, 7, 11, 11, 53]","[23, 62, 31, 14, 77]",67.75510204081634
"[47, 67, 23, 3, 46]","[83, 32, 59, 84, 22]","[71, 20, 12, 8, 27]","[2, 54, 70, 77, 49]",60.23809523809524
"[22, 84, 25, 5, 28]","[43, 33, 45, 70, 39]","[11, 77, 25, 14, 83]","[3, 56, 76, 36, 30]",61.07142857142857
"[25, 12, 45, 12, 83]","[68, 27, 4, 75, 21]","[32, 94, 8, 98, 20]","[15, 62, 29, 33, 31]",71.42857142857143
"[74, 19, 77, 47, 65]","[98, 16, 90, 62, 26]","[71, 61, 27, 93, 89]","[20, 54, 12, 65, 54]",57.95918367346939
"[92, 26, 15, 22, 100]","[85, 62, 23, 94, 6]","[71, 92, 71, 59, 8]","[74, 66, 54, 58, 51]",68.9
"[20, 94, 34, 83, 12]","[34, 26, 56, 90, 67]","[11, 92, 1, 27, 17]","[14, 14, 93, 43, 11]",52.87234042553192
"[95, 92, 6, 17, 31]","[5, 18, 38, 90, 6]","[70, 9, 5, 34, 29]","[57, 50, 56, 46, 70]",59.578947368421055
"[87, 8, 93, 6, 96]","[28, 77, 61, 51, 88]","[98, 31, 41, 12, 9]","[47, 36, 46, 59, 27]",49.89795918367347
"[75, 38, 83, 24, 71]","[22, 4, 47, 7, 10]","[32, 66, 63, 11, 92]","[62, 74, 91, 73, 22]",64.23913043478261
"[5, 97, 13, 70, 92]","[51, 18, 35, 64, 32]","[48, 1, 19, 84, 78]","[34, 45, 3, 81, 76]",77.31958762886597
"[89, 8, 32, 31, 15]","[86, 66, 62, 27, 61]","[83, 11, 98, 74, 6]","[97, 29, 46, 48, 2]",72.55102040816325
"[18, 89, 94, 27, 62]","[96, 45, 75, 5, 49]","[24, 60, 22, 68, 17]","[67, 68, 18, 59, 87]",54.375
"[52, 57, 97, 75, 77]","[30, 28, 83, 68, 54]","[18, 11, 4, 72, 51]","[29, 92, 81, 54, 65]",77.11340206185567
"[36, 33, 97, 61, 22]","[64, 7, 52, 91, 59]","[24, 11, 75, 55, 12]","[19, 98, 77, 89, 95]",63.97959183673469
"[94, 79, 80, 14, 54]","[93, 89, 34, 26, 42]","[66, 54, 27, 97, 33]","[91, 16, 50, 86, 59]",66.80412371134021
"[48, 27, 62, 11, 92]","[5, 43, 28, 64, 50]","[62, 63, 22, 69, 22]","[58, 63, 32, 71, 41]",67.06521739130434
"[61, 68, 43, 22, 63]","[10, 31, 33, 48, 54]","[44, 47, 6, 49, 26]","[89, 6, 64, 79, 24]",64.8314606741573
"[21, 38, 73, 94, 44]","[67, 12, 98, 39, 93]","[84, 97, 47, 76, 68]","[48, 57, 67, 61, 97]",63.97959183673469
"[41, 34, 69, 66, 56]","[49, 29, 48, 14, 5]","[65, 62, 53, 89, 89]","[74, 57, 6, 96, 38]",60.416666666666664
"[59, 27, 87, 77, 45]","[25, 62, 91, 76, 61]","[61, 6, 76, 33, 60]","[81, 46, 16, 22, 39]",64.3956043956044
"[90, 98, 97, 31, 16]","[42, 72, 23, 76, 45]","[58, 74, 47, 89, 15]","[24, 33, 59, 14, 46]",69.28571428571429
"[84, 31, 67, 89, 20]","[84, 20, 7, 55, 99]","[26, 9, 47, 11, 56]","[10, 80, 17, 78, 17]",61.313131313131315
"[54, 80, 73, 92, 13]","[56, 65, 76, 62, 12]","[30, 69, 82, 13, 16]","[94, 70, 70, 66, 64]",76.70212765957446
"[67, 9, 65, 74, 70]","[48, 8, 11, 62, 28]","[67, 79, 1, 21, 97]","[92, 57, 91, 43, 38]",61.649484536082475
"[4, 39, 51, 43, 32]","[30, 32, 51, 6, 65]","[95, 72, 23, 31, 57]","[16, 89, 20, 21, 87]",64.63157894736842
"[52, 18, 23, 27, 52]","[13, 3, 39, 17, 74]","[19, 57, 9, 59, 3]","[45, 21, 3, 100, 34]",67.6
"[56, 33, 50, 98, 44]","[71, 5, 96, 28, 29]","[56, 81, 56, 44, 70]","[45, 75, 4, 25, 37]",62.55102040816327
"[90, 42, 24, 74, 47]","[63, 42, 24, 97, 44]","[6, 17, 97, 1, 96]","[6, 52, 70, 92, 7]",48.350515463917525
"[11, 31, 43, 42, 36]","[37, 85, 66, 4, 58]","[60, 7, 9, 50, 11]","[58, 10, 63, 18, 81]",52.0
"[38, 10, 10, 32, 41]","[82, 28, 32, 21, 51]","[99, 6, 65, 77, 16]","[35, 41, 49, 11, 35]",73.43434343434343
"[49, 91, 60, 69, 24]","[66, 54, 40, 65, 62]","[67, 74, 58, 63, 72]","[89, 23, 61, 80, 81]",74.94505494505495
"[99, 15, 40, 92, 60]","[18, 73, 68, 95, 54]","[72, 70, 82, 50, 12]","[40, 17, 8, 7, 98]",62.22222222222222
"[4, 73, 17, 49, 75]","[47, 21, 78, 5, 19]","[75, 45, 37, 13, 30]","[19, 4, 96, 95, 90]",65.0
"[1, 79, 61, 28, 25]","[89, 19, 81, 9, 13]","[17, 81, 58, 94, 98]","[88, 33, 65, 76, 86]",41.530612244897966
"[94, 76, 5, 63, 56]","[88, 58, 32, 37, 13]","[96, 22, 100, 45, 22]","[37, 95, 45, 20, 34]",69.0
"[92, 73, 1, 13, 9]","[31, 83, 69, 90, 43]","[80, 94, 45, 7, 69]","[65, 32, 89, 44, 68]",53.297872340425535
"[90, 42, 49, 37, 70]","[22, 29, 36, 7, 95]","[100, 72, 20, 64, 13]","[18, 36, 92, 65, 82]",56.3
"[19, 55, 94, 96, 58]","[26, 46, 9, 52, 20]","[5, 45, 3, 99, 51]","[79, 32, 38, 70, 76]",70.8080808080808
"[49, 11, 93, 82, 13]","[43, 89, 40, 78, 29]","[15, 65, 85, 35, 80]","[23, 62, 71, 70, 5]",66.66666666666667
"[42, 28, 64, 47, 42]","[47, 4, 3, 37, 15]","[6, 35, 68, 91, 29]","[77, 42, 100, 84, 13]",64.4
"[83, 90, 5, 25, 23]","[49, 44, 33, 91, 100]","[76, 38, 96, 91, 48]","[70, 10, 23, 94, 96]",59.9
"[38, 69, 23, 52, 13]","[74, 89, 86, 65, 94]","[31, 87, 93, 26, 84]","[93, 89, 79, 85, 86]",64.04255319148936
"[56, 89, 3, 71, 3]","[59, 67, 73, 30, 28]","[41, 32, 67, 53, 62]","[76, 86, 99, 45, 43]",69.5959595959596
"[89, 51, 88, 56, 2]","[83, 32, 43, 62, 54]","[4, 24, 69, 60, 11]","[97, 38, 76, 59, 8]",79.38144329896907
"[23, 65, 7, 40, 34]","[56, 98, 77, 45, 82]","[78, 25, 27, 69, 4]","[57, 15, 68, 14, 22]",56.12244897959184
"[96, 64, 51, 11, 16]","[89, 67, 62, 88, 1]","[37, 27, 90, 43, 11]","[97, 84, 48, 23, 30]",76.80412371134021
"[7, 60, 80, 73, 19]","[79, 74, 67, 31, 63]","[16, 19, 88, 72, 67]","[73, 60, 38, 42, 16]",62.95454545454545
"[5, 26, 99, 76, 28]","[36, 7, 37, 47, 32]","[34, 71, 24, 90, 52]","[48, 13, 6, 32, 21]",65.45454545454545
"[86, 47, 98, 30, 58]","[15, 91, 62, 90, 66]","[62, 21, 31, 25, 79]","[48, 85, 49, 24, 59]",63.46938775510204
"[23, 16, 86, 49, 83]","[71, 100, 66, 26, 5]","[55, 43, 20, 41, 66]","[56, 43, 10, 97, 28]",56.6
"[3, 1, 67, 37, 5]","[21, 73, 32, 51, 60]","[26, 72, 8, 98, 39]","[83, 50, 3, 54, 16]",67.44897959183673
"[54, 4, 26, 91, 93]","[38, 33, 29, 38, 69]","[81, 85, 52, 19, 87]","[57, 74, 22, 76, 65]",70.43010752688173
"[15, 42, 84, 16, 13]","[9, 41, 57, 5, 64]","[78, 51, 75, 55, 34]","[47, 15, 28, 55, 83]",52.26190476190476
"[85, 15, 16, 9, 34]","[21, 18, 78, 54, 95]","[93, 23, 30, 85, 9]","[5, 51, 24, 85, 82]",48.421052631578945
"[96, 92, 65, 8, 13]","[82, 80, 100, 19, 81]","[52, 38, 8, 33, 12]","[40, 49, 50, 77, 88]",49.5
"[53, 2, 4, 2, 87]","[95, 35, 42, 36, 70]","[88, 92, 69, 46, 49]","[1, 53, 46, 24, 86]",69.47368421052632
"[39, 34, 22, 2, 9]","[97, 12, 15, 91, 39]","[24, 10, 58, 100, 36]","[32, 23, 48, 10, 26]",80.1
"[67, 3, 12, 87, 57]","[74, 80, 62, 88, 69]","[3, 77, 30, 28, 38]","[21, 53, 35, 39, 48]",57.61363636363637
"[51, 27, 35, 48, 39]","[51, 77, 76, 88, 40]","[81, 91, 10, 5, 33]","[4, 10, 97, 34, 3]",61.23711340206186
"[5, 57, 42, 54, 49]","[89, 86, 77, 93, 77]","[39, 24, 33, 34, 75]","[57, 44, 67, 18, 43]",62.473118279569896
"[20, 38, 73, 32, 92]","[55, 47, 13, 69, 80]","[40, 49, 31, 41, 95]","[50, 86, 10, 85, 60]",67.99999999999999
"[2, 20, 9, 47, 61]","[1, 18, 5, 42, 9]","[14, 22, 16, 37, 61]","[29, 55, 14, 5, 11]",60.0
"[40, 88, 2, 50, 32]","[51, 80, 47, 71, 99]","[32, 18, 79, 83, 70]","[65, 41, 73, 37, 23]",67.77777777777777
"[45, 79, 64, 56, 72]","[70, 59, 12, 11, 51]","[8, 5, 50, 75, 94]","[31, 8, 42, 53, 8]",53.723404255319146
"[83, 46, 30, 44, 54]","[35, 5, 9, 37, 8]","[77, 59, 74, 62, 20]","[45, 73, 48, 61, 15]",59.397590361445786
"[28, 33, 91, 18, 9]","[87, 37, 71, 77, 14]","[32, 7, 84, 99, 18]","[22, 5, 98, 41, 58]",76.06060606060606
"[94, 58, 96, 85, 33]","[92, 80, 11, 45, 99]","[69, 28, 49, 30, 11]","[76, 54, 91, 50, 72]",67.97979797979798
"[83, 94, 32, 96, 31]","[95, 25, 17, 94, 11]","[55, 30, 20, 83, 13]","[30, 3, 92, 49, 17]",66.04166666666667
"[74, 68, 25, 32, 35]","[85, 7, 43, 17, 2]","[66, 79, 53, 94, 43]","[85, 10, 31, 64, 5]",62.12765957446808
"[60, 89, 91, 22, 43]","[57, 20, 39, 60, 12]","[100, 91, 93, 34, 84]","[37, 17, 90, 83, 30]",56.4
"[6, 44, 97, 60, 98]","[62, 81, 70, 68, 67]","[46, 70, 78, 68, 56]","[76, 80, 94, 3, 34]",71.83673469387756
"[61, 89, 79, 8, 35]","[83, 18, 58, 43, 31]","[20, 57, 46, 56, 41]","[57, 82, 91, 92, 79]",68.69565217391305
"[2, 6, 3, 91, 54]","[31, 80, 88, 4, 21]","[39, 34, 61, 42, 32]","[78, 62, 38, 36, 69]",59.67032967032967
"[97, 1, 15, 58, 64]","[51, 98, 14, 74, 53]","[38, 56, 81, 12, 84]","[91, 18, 22, 32, 61]",72.0408163265306
"[8, 10, 28, 42, 47]","[7, 83, 37, 98, 58]","[53, 86, 86, 79, 76]","[88, 23, 5, 2, 97]",65.20408163265306
"[84, 95, 70, 37, 40]","[73, 6, 27, 51, 41]","[18, 7, 24, 7, 62]","[81, 38, 51, 13, 28]",74.84210526315789
"[92, 99, 77, 70, 87]","[25, 47, 60, 30, 20]","[53, 54, 93, 66, 46]","[70, 50, 94, 68, 58]",74.84848484848484
"[62, 66, 49, 99, 96]","[75, 27, 41, 20, 17]","[57, 91, 53, 28, 17]","[38, 73, 86, 42, 60]",73.43434343434343
"[8, 100, 60, 89, 86]","[34, 53, 63, 69, 3]","[72, 58, 32, 25, 6]","[48, 51, 18, 65, 99]",71.1
"[22, 74, 24, 32, 57]","[57, 87, 21, 51, 99]","[100, 37, 56, 97, 31]","[22, 74, 93, 3, 12]",61.5
"[60, 26, 72, 38, 33]","[73, 50, 50, 56, 48]","[58, 64, 89, 100, 27]","[4, 35, 91, 90, 83]",68.1
"[2, 71, 53, 35, 21]","[75, 52, 68, 56, 83]","[72, 74, 45, 48, 35]","[32, 28, 67, 28, 89]",70.11235955056179
"[54, 55, 56, 96, 36]","[20, 85, 6, 92, 42]","[12, 88, 24, 41, 49]","[2, 41, 3, 35, 44]",71.35416666666667
"[67, 48, 87, 8, 46]","[36, 83, 53, 58, 77]","[55, 24, 72, 42, 58]","[91, 12, 68, 30, 41]",73.84615384615384
"[14, 92, 15, 90, 44]","[43, 78, 63, 55, 72]","[81, 57, 96, 69, 86]","[74, 29, 10, 88, 70]",71.25000000000001
"[86, 58, 50, 48, 15]","[65, 95, 55, 67, 24]","[6, 72, 36, 70, 92]","[40, 87, 89, 4, 56]",60.94736842105263
"[19, 85, 1, 25, 34]","[66, 10, 52, 32, 51]","[36, 43, 38, 48, 46]","[84, 62, 45, 90, 73]",62.888888888888886
"[96, 87, 5, 45, 27]","[71, 33, 53, 3, 86]","[51, 16, 49, 90, 64]","[99, 64, 83, 42, 41]",72.62626262626263
"[77, 44, 4, 94, 93]","[29, 10, 23, 74, 33]","[38, 69, 21, 42, 44]","[58, 21, 15, 87, 94]",81.48936170212765
"[25, 59, 4, 61, 57]","[73, 52, 88, 54, 45]","[5, 45, 62, 87, 49]","[76, 90, 68, 21, 59]",63.77777777777778
"[75, 84, 42, 1, 81]","[12, 89, 32, 30, 23]","[29, 27, 16, 11, 36]","[68, 66, 64, 27, 75]",76.85393258426967
"[100, 10, 31, 14, 25]","[82, 73, 19, 32, 43]","[76, 36, 35, 94, 33]","[64, 70, 44, 15, 53]",73.1
"[51, 25, 86, 81, 99]","[25, 5, 23, 24, 15]","[29, 28, 56, 19, 47]","[94, 23, 87, 93, 81]",82.52525252525253
"[73, 30, 28, 78, 33]","[53, 46, 6, 6, 52]","[66, 76, 88, 35, 76]","[83, 11, 56, 19, 60]",63.52272727272727
"[13, 47, 86, 30, 89]","[16, 68, 37, 27, 9]","[41, 36, 34, 44, 56]","[76, 52, 20, 79, 84]",64.9438202247191
"[34, 72, 14, 53, 36]","[26, 41, 43, 4, 34]","[1, 26, 9, 3, 84]","[30, 100, 68, 73, 41]",76.4
"[43, 7, 72, 94, 58]","[38, 86, 2, 29, 19]","[59, 56, 40, 76, 97]","[18, 46, 22, 27, 87]",56.28865979381443
"[12, 54, 48, 80, 2]","[74, 25, 7, 32, 79]","[33, 52, 92, 48, 78]","[98, 65, 84, 54, 96]",56.83673469387755
"[53, 46, 69, 75, 92]","[46, 19, 88, 76, 16]","[39, 59, 64, 57, 100]","[16, 6, 60, 68, 7]",64.8
"[34, 1, 95, 43, 13]","[53, 36, 75, 54, 41]","[10, 23, 10, 38, 84]","[58, 54, 12, 18, 75]",55.05263157894737
"[19, 57, 90, 92, 94]","[16, 6, 21, 1, 16]","[100, 72, 38, 32, 21]","[41, 14, 15, 83, 16]",57.0
"[26, 39, 10, 9, 63]","[28, 89, 66, 16, 52]","[86, 88, 62, 62, 9]","[54, 86, 9, 33, 10]",65.73033707865169
"[56, 19, 95, 69, 71]","[31, 79, 47, 23, 33]","[38, 63, 11, 85, 5]","[34, 47, 82, 80, 38]",73.05263157894738
"[24, 3, 70, 22, 99]","[82, 51, 22, 66, 63]","[52, 58, 72, 83, 31]","[95, 79, 45, 15, 28]",61.01010101010101
"[85, 1, 79, 70, 17]","[48, 84, 6, 82, 73]","[10, 53, 40, 23, 56]","[35, 35, 96, 46, 39]",66.04166666666667
"[56, 56, 49, 51, 57]","[22, 30, 15, 76, 92]","[52, 39, 79, 12, 38]","[84, 3, 38, 4, 76]",58.80434782608695
"[31, 91, 76, 23, 89]","[21, 44, 80, 43, 88]","[9, 73, 24, 21, 95]","[54, 81, 66, 71, 70]",75.15789473684211
"[49, 87, 80, 53, 32]","[90, 69, 92, 89, 8]","[6, 67, 95, 89, 54]","[5, 61, 70, 62, 11]",74.21052631578948
"[65, 73, 74, 94, 33]","[89, 60, 15, 24, 98]","[17, 77, 43, 97, 42]","[72, 52, 92, 74, 81]",63.265306122448976
"[56, 69, 36, 80, 79]","[46, 62, 77, 49, 17]","[55, 94, 60, 23, 55]","[37, 26, 88, 72, 93]",72.55319148936171
"[54, 4, 6, 80, 93]","[78, 55, 83, 27, 6]","[51, 13, 37, 25, 80]","[89, 36, 19, 28, 44]",60.0
"[90, 22, 95, 10, 52]","[67, 3, 4, 33, 83]","[6, 70, 98, 12, 8]","[66, 63, 97, 94, 25]",49.38775510204081
"[25, 19, 9, 37, 89]","[7, 40, 74, 3, 89]","[38, 53, 53, 56, 11]","[67, 29, 90, 2, 11]",50.888888888888886
"[13, 38, 16, 22, 43]","[90, 95, 3, 79, 37]","[89, 4, 71, 41, 41]","[38, 45, 22, 17, 17]",71.47368421052633
"[52, 77, 61, 19, 26]","[73, 17, 83, 41, 92]","[9, 30, 25, 65, 98]","[17, 19, 65, 98, 28]",65.0
"[17, 44, 8, 56, 53]","[42, 72, 89, 6, 58]","[37, 92, 86, 97, 33]","[55, 69, 73, 10, 16]",63.402061855670105
"[37, 82, 85, 6, 78]","[71, 42, 2, 68, 61]","[45, 15, 56, 84, 11]","[100, 47, 76, 65, 39]",62.2
"[81, 48, 82, 57, 99]","[5, 76, 98, 53, 59]","[53, 20, 74, 16, 91]","[51, 64, 47, 53, 84]",70.0
"[36, 4, 88, 45, 86]","[59, 24, 69, 59, 88]","[93, 10, 51, 92, 72]","[53, 44, 82, 72, 19]",70.75268817204301
"[11, 29, 38, 68, 62]","[42, 44, 94, 69, 54]","[58, 32, 75, 95, 41]","[82, 92, 88, 72, 4]",65.05263157894737
"[84, 29, 90, 4, 79]","[49, 91, 12, 97, 46]","[96, 100, 26, 57, 12]","[16, 32, 44, 26, 18]",65.6
"[42, 40, 29, 53, 85]","[13, 25, 39, 72, 79]","[45, 91, 68, 60, 67]","[36, 45, 99, 91, 91]",72.12121212121212
"[57, 91, 22, 92, 36]","[6, 15, 72, 45, 21]","[25, 10, 89, 91, 88]","[2, 98, 37, 49, 15]",69.89795918367346
"[70, 62, 59, 1, 9]","[52, 94, 12, 100, 13]","[66, 64, 55, 31, 44]","[21, 31, 2, 36, 9]",64.1
"[84, 26, 64, 21, 70]","[35, 80, 86, 55, 99]","[51, 47, 38, 80, 59]","[87, 34, 98, 12, 62]",77.37373737373737
"[20, 36, 46, 83, 27]","[65, 68, 59, 70, 46]","[94, 74, 19, 5, 58]","[13, 25, 63, 49, 4]",74.04255319148935
"[34, 68, 17, 85, 91]","[12, 13, 93, 22, 98]","[26, 24, 67, 12, 18]","[64, 13, 90, 84, 77]",67.95918367346938
"[48, 96, 97, 54, 100]","[44, 6, 87, 37, 26]","[37, 67, 39, 7, 75]","[83, 4, 39, 75, 27]",52.6
"[53, 53, 94, 69, 50]","[96, 78, 2, 74, 71]","[72, 74, 74, 50, 17]","[31, 10, 90, 58, 85]",69.47916666666667
"[57, 94, 93, 89, 58]","[95, 19, 45, 4, 60]","[24, 14, 55, 2, 37]","[91, 46, 86, 21, 84]",69.05263157894736
"[99, 62, 28, 32, 98]","[91, 17, 85, 22, 49]","[3, 95, 67, 21, 92]","[16, 60, 38, 47, 36]",59.5959595959596
"[95, 41, 39, 31, 62]","[32, 95, 88, 96, 33]","[29, 4, 81, 96, 61]","[36, 17, 34, 63, 56]",73.4375
"[58, 53, 86, 70, 20]","[22, 49, 26, 5, 20]","[100, 90, 44, 100, 18]","[95, 32, 12, 24, 56]",55.2
"[1, 17, 23, 56, 88]","[79, 41, 81, 5, 8]","[40, 80, 44, 17, 23]","[49, 62, 88, 59, 68]",63.29545454545455
"[12, 18, 11, 92, 42]","[47, 71, 13, 9, 66]","[26, 85, 82, 69, 62]","[71, 9, 48, 91, 82]",65.8695652173913
"[41, 31, 63, 93, 36]","[98, 86, 67, 79, 37]","[67, 7, 87, 44, 75]","[92, 5, 63, 20, 61]",61.42857142857143
"[84, 68, 10, 60, 90]","[15, 72, 65, 74, 62]","[38, 3, 75, 86, 99]","[74, 13, 23, 58, 76]",75.25252525252525
"[77, 31, 52, 28, 72]","[36, 45, 66, 1, 92]","[29, 36, 53, 22, 47]","[86, 57, 43, 28, 9]",78.04347826086956
"[75, 62, 30, 17, 59]","[4, 23, 89, 41, 67]","[63, 39, 76, 76, 75]","[55, 100, 7, 81, 52]",71.7
"[97, 41, 48, 45, 38]","[64, 2, 7, 62, 17]","[79, 88, 20, 79, 77]","[19, 88, 62, 66, 40]",63.608247422680414
"[40, 44, 57, 72, 2]","[63, 6, 79, 62, 84]","[91, 84, 85, 41, 23]","[37, 18, 64, 75, 56]",68.46153846153847
"[60, 6, 17, 64, 46]","[63, 81, 30, 85, 43]","[49, 46, 15, 29, 10]","[27, 100, 64, 82, 62]",63.9
"[11, 37, 67, 6, 15]","[97, 77, 41, 71, 35]","[8, 13, 12, 2, 53]","[91, 11, 43, 51, 84]",47.11340206185567
"[82, 99, 70, 40, 33]","[83, 58, 9, 51, 52]","[60, 53, 60, 100, 69]","[99, 23, 35, 47, 95]",65.8
"[42, 23, 41, 72, 25]","[98, 25, 95, 12, 25]","[10, 45, 88, 72, 27]","[84, 18, 47, 16, 19]",70.20408163265306
"[58, 25, 100, 23, 63]","[48, 35, 54, 47, 31]","[55, 7, 96, 50, 99]","[66, 86, 28, 56, 67]",67.4
"[82, 24, 5, 53, 3]","[57, 13, 95, 70, 73]","[95, 34, 47, 4, 45]","[17, 70, 53, 92, 80]",49.89473684210526
"[35, 50, 2, 70, 17]","[96, 100, 39, 24, 63]","[11, 5, 30, 48, 20]","[57, 70, 79, 98, 82]",53.2
"[2, 67, 43, 78, 42]","[4, 47, 61, 9, 84]","[52, 67, 56, 52, 46]","[80, 67, 33, 79, 98]",69.48979591836734
"[12, 4, 39, 28, 89]","[76, 8, 78, 69, 97]","[62, 16, 56, 70, 58]","[42, 30, 11, 41, 73]",79.69072164948453
"[38, 31, 23, 66, 2]","[43, 42, 88, 51, 70]","[60, 6, 93, 78, 54]","[16, 23, 58, 31, 8]",77.74193548387096
"[72, 30, 4, 80, 93]","[92, 37, 72, 31, 80]","[73, 27, 84, 63, 28]","[73, 34, 66, 67, 2]",68.17204301075269
"[48, 21, 22, 77, 6]","[70, 37, 64, 36, 33]","[13, 23, 10, 32, 67]","[94, 67, 12, 97, 2]",70.2061855670103
"[76, 62, 35, 3, 50]","[22, 71, 38, 44, 33]","[72, 90, 95, 98, 78]","[96, 17, 81, 66, 20]",56.224489795918366
"[31, 15, 3, 90, 62]","[85, 88, 76, 93, 67]","[51, 12, 24, 3, 77]","[12, 16, 59, 31, 59]",56.98924731182796
"[16, 76, 93, 29, 93]","[23, 76, 73, 8, 34]","[46, 18, 51, 30, 62]","[26, 47, 62, 52, 31]",66.88172043010752
"[24, 16, 57, 5, 33]","[95, 72, 65, 14, 66]","[41, 95, 99, 6, 56]","[76, 25, 53, 21, 83]",73.73737373737374
"[76, 20, 65, 94, 67]","[12, 85, 85, 11, 8]","[53, 38, 36, 46, 26]","[100, 87, 82, 100, 26]",65.5
"[51, 67, 75, 50, 58]","[76, 64, 56, 93, 67]","[87, 51, 33, 49, 98]","[93, 52, 40, 97, 92]",69.89795918367346
"[83, 70, 46, 54, 83]","[47, 62, 89, 92, 100]","[61, 97, 59, 3, 85]","[27, 66, 65, 98, 16]",62.7
"[26, 5, 19, 29, 41]","[31, 6, 52, 91, 92]","[73, 81, 71, 92, 31]","[87, 6, 51, 24, 63]",65.32608695652173
"[61, 99, 48, 88, 29]","[24, 43, 5, 28, 21]","[19, 2, 42, 30, 24]","[74, 43, 10, 78, 5]",76.86868686868686
"[24, 64, 79, 68, 28]","[12, 22, 96, 24, 74]","[87, 23, 22, 75, 97]","[24, 66, 43, 28, 68]",64.74226804123711
"[24, 98, 42, 1, 85]","[90, 17, 1, 52, 99]","[60, 2, 92, 3, 17]","[58, 70, 57, 3, 19]",58.38383838383838
"[71, 93, 61, 70, 76]","[14, 60, 97, 100, 99]","[16, 63, 44, 11, 1]","[99, 35, 58, 35, 10]",56.5
"[64, 54, 34, 30, 2]","[46, 37, 25, 35, 83]","[20, 30, 85, 84, 28]","[29, 54, 71, 79, 58]",56.0
"[13, 48, 84, 32, 25]","[72, 34, 50, 80, 79]","[16, 58, 41, 54, 10]","[68, 39, 24, 66, 35]",58.095238095238095
"[86, 76, 84, 88, 19]","[21, 14, 87, 81, 23]","[12, 65, 9, 60, 73]","[80, 91, 6, 9, 5]",55.934065934065934
"[42, 24, 63, 2, 17]","[48, 46, 98, 68, 75]","[56, 43, 94, 94, 6]","[23, 38, 61, 26, 82]",76.12244897959182
"[88, 37, 80, 10, 85]","[1, 24, 10, 64, 56]","[5, 84, 81, 17, 34]","[3, 30, 12, 97, 1]",44.845360824742265
"[68, 94, 75, 74, 17]","[21, 75, 86, 91, 23]","[54, 16, 19, 15, 67]","[30, 39, 6, 86, 73]",45.851063829787236
"[58, 64, 27, 87, 43]","[22, 35, 89, 34, 34]","[93, 57, 30, 99, 30]","[37, 8, 59, 90, 12]",63.23232323232323
"[36, 61, 49, 48, 9]","[21, 40, 64, 88, 28]","[64, 56, 85, 12, 71]","[40, 87, 97, 96, 79]",59.27835051546392
"[23, 78, 77, 49, 29]","[94, 8, 78, 23, 93]","[48, 6, 75, 3, 26]","[61, 83, 54, 83, 82]",69.04255319148938
